_MCATE_CD_NM,SEXDSTN_CD,BIRTH_YEAR,MRRG_AT_CD,CHLDRN_AT_CD,FAMILY_TY_NM,OC_AREA_CD,ANSWRR_OC_AREA_NM,OCCP_CL_NM,MT_AVRG_HSHLD_INCOME_DGREE_NM,COM_AT,TOUR_PD,LDGS_NM,LDGS_ADDR,LDGS_ROAD_NM_ADDR,GSRM_SCALE_CN,LDGS_GRAD_VALUE,LDGMNT_TY_NM,LDGS_AVRG_PRC,LDGS_MIN_PRC,LDGS_MXMM_PRC,LDGS_AVRG_SCORE_CO,COM_TY,여행유형,나이,나이대
10572,F,1982,기혼,중/고등학생,3,충남,천안시,사무직,300만원,Y,2020,롯데리조트 부여,충남,충남 부여군 규암면 백제문로 400,200개 이상,성급없음,휴양콘도미니엄업,294477,174310,447000,9,"배우자, 자녀",가족여행,39,30대
10574,M,1974,기혼,결혼한 성인,3,경기,김포시,경영/관리직,300만원,Y,2022,롯데리조트 부여,충남,충남 부여군 규암면 백제문로 400,200개 이상,성급없음,휴양콘도미니엄업,294477,174310,447000,9,"자녀, 배우자",가족여행,49,40대
10577,M,1965,기혼,결혼하지 않은 성인,3,경기,고양시,자유직,300만원,Y,2021,휘닉스 섭지코지,제주,제주특별자치도 서귀포시 성산읍 섭지코지로 107,200개 이상,성급없음,숙박업(생활),451920,181751,990909,9,"자녀, 배우자",가족여행,57,50대
10578,M,1961,기혼,결혼해 자녀가 있음,2,전북,김제시,기타,300만원,Y,2022,휘닉스 섭지코지,제주,제주특별자치도 서귀포시 성산읍 섭지코지로 107,200개 이상,성급없음,숙박업(생활),451920,181751,990909,9,"자녀, 배우자",가족여행,62,60대
14094,M,1973,기혼,"영/유아, 초등학생",4,강원,춘천시,기술직,500만원,Y,2019,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,자녀,가족여행,47,40대
10597,M,1973,기혼,중/고등학생,4,경기,성남시,사무직,300만원,Y,2020,해비치 호텔 & 리조트,제주,제주 서귀포시 표선면 민속해안로 537,200개 이상,성급없음,휴양콘도미니엄업,477268,275896,653400,9,"자녀, 배우자",가족여행,48,40대
10602,M,1977,기혼,중/고등학생,5,대전,서구,사무직,300만원,Y,2021,한화리조트 제주,제주,제주특별자치도 제주시 명림로 575-107,200개 이상,성급없음,휴양콘도미니엄업,246425,119000,488000,9,"배우자, 자녀",가족여행,45,40대
14096,M,1972,기혼,"영/유아, 초등학생",3,서울,강동구,사무직,500만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,49,40대
10605,M,1956,기혼,결혼해 자녀가 있음,2,서울,송파구,자영업,300만원,Y,2019,한화리조트 제주,제주,제주특별자치도 제주시 명림로 575-107,200개 이상,성급없음,휴양콘도미니엄업,246425,119000,488000,9,"배우자, 자녀",가족여행,64,60대
10614,F,1960,기타,결혼해 자녀가 있음,1,경기,광주시,사무직,300만원,Y,2021,코업시티성산,제주,제주특별자치도 서귀포시 성산읍 성산등용로 28,200개 이하,4성,일반호텔,132475,54543,976301,9,자녀,가족여행,62,60대
14098,M,1977,기혼,"영/유아, 초등학생",3,서울,성북구,전문직,500만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"자녀, 배우자",가족여행,44,40대
10618,M,1969,기혼,결혼하지 않은 성인,3,대구,동구,기술직,300만원,Y,2022,켄싱턴리조트 서귀포,제주,제주특별자치도 서귀포시 이어도로 684,200개 이상,성급없음,휴양콘도미니엄업,241619,129000,418800,9,"자녀, 배우자",가족여행,54,50대
10619,F,1960,기혼,결혼하지 않은 성인,2,경기,부천시,전업주부,300만원,Y,2020,켄싱턴리조트 서귀포,제주,제주특별자치도 서귀포시 이어도로 684,200개 이상,성급없음,휴양콘도미니엄업,241619,129000,418800,9,자녀,가족여행,61,60대
14100,M,1972,기혼,"영/유아, 초등학생",3,서울,강동구,사무직,500만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,49,40대
10625,F,1957,기타,결혼하지 않은 성인,3,경기,고양시,전업주부,300만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,"자녀, 형제/자매",가족여행,65,60대
10629,M,1951,기혼,결혼해 자녀가 있음,3,서울,노원구,무직,300만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,"배우자, 자녀",가족여행,70,70대
14104,M,1984,기혼,"영/유아, 초등학생",4,경기,수원시,사무직,500만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,39,30대
10634,F,1957,기혼,결혼하지 않은 성인,3,대전,중구,전업주부,300만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,"배우자, 자녀",가족여행,66,60대
14107,M,1974,기혼,"영/유아, 초등학생",4,서울,강서구,자영업,500만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"자녀, 배우자",가족여행,48,40대
15482,F,1985,기혼,"영/유아, 초등학생",3,경기,화성시,전업주부,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,37,30대
10639,F,1963,기혼,결혼하지 않은 성인,3,경기,안산시,전업주부,300만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,"배우자, 자녀",가족여행,59,50대
10644,F,1969,기타,결혼하지 않은 성인,3,울산,북구,전업주부,300만원,Y,2022,제주 신라 호텔,제주,제주특별자치도 서귀포시 중문관광로72번길 75,200개 이상,5성,관광호텔,533024,341976,992750,9,자녀,가족여행,54,50대
15485,M,1980,기혼,"영/유아, 초등학생",1,강원,원주시,사무직,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,42,40대
15487,F,1983,기혼,"영/유아, 초등학생",3,강원,원주시,사무직,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,39,30대
15488,M,1968,기혼,"영/유아, 초등학생",4,서울,성북구,판매/서비스직,600만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"자녀, 배우자",가족여행,53,50대
15489,F,1979,기혼,"영/유아, 초등학생",3,경기,화성시,사무직,600만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,42,40대
15491,F,1978,기혼,"영/유아, 초등학생",4,경기,의왕시,전업주부,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,44,40대
10664,M,1971,기혼,중/고등학생,4,서울,성동구,사무직,300만원,Y,2020,소노캄 제주,제주,제주특별자치도 서귀포시 표선면 일주동로 6347-17,200개 이하,4성,숙박업(생활),301387,150194,465000,8,"배우자, 자녀",가족여행,50,50대
15492,M,1978,기혼,"영/유아, 초등학생",4,경기,부천시,사무직,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,44,40대
15493,M,1969,기혼,"영/유아, 초등학생",5,경기,남양주시,자영업,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"자녀, 배우자",가족여행,53,50대
15496,F,1980,기혼,"영/유아, 초등학생",4,경기,고양시,기타,600만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,41,40대
16662,M,1980,기혼,"영/유아, 초등학생",4,인천,미추홀구,판매/서비스직,700만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"친구, 자녀, 배우자",가족여행,43,40대
10677,F,1965,기혼,결혼하지 않은 성인,4,서울,동대문구,기술직,300만원,Y,2019,롯데호텔 제주,제주,제주특별자치도 제주시 도령로 83,200개 이상,5성,관광호텔,516498,302548,997040,9,"자녀, 배우자",가족여행,55,50대
16665,M,1976,기혼,"영/유아, 초등학생",4,경기,용인시,사무직,700만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,45,40대
16668,M,1975,기혼,"영/유아, 초등학생",4,서울,서초구,사무직,700만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,47,40대
10682,F,1972,기혼,대학/대학원생 자녀,4,경기,파주시,사무직,300만원,Y,2021,롯데호텔 제주,제주,제주특별자치도 제주시 도령로 83,200개 이상,5성,관광호텔,516498,302548,997040,9,"배우자, 자녀",가족여행,50,50대
10684,F,1973,기타,대학/대학원생 자녀,4,서울,구로구,무직,300만원,Y,2022,라마다제주함덕,제주,제주특별자치도 제주시 조천읍 신북로 470,200개 이상,4성,일반호텔,168321,78976,500000,9,자녀,가족여행,50,50대
10686,M,1971,기혼,중/고등학생,3,경남,창원시,경영/관리직,300만원,Y,2020,라마다제주함덕,제주,제주특별자치도 제주시 조천읍 신북로 470,200개 이상,4성,일반호텔,168321,78976,500000,9,"배우자, 자녀",가족여행,50,50대
16670,M,1977,기혼,"영/유아, 초등학생",5,인천,서구,사무직,700만원,Y,2023,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,47,40대
10688,M,1971,기혼,중/고등학생,4,경기,광명시,기타,300만원,Y,2021,라마다제주시티,제주,제주특별자치도 제주시 중앙로 304,200개 이상,4성,일반호텔,157972,74240,305370,9,"자녀, 배우자",가족여행,51,50대
10693,M,1964,기혼,중/고등학생,3,경기,안양시,기술직,300만원,Y,2022,라마다제주시티,제주,제주특별자치도 제주시 중앙로 304,200개 이상,4성,일반호텔,157972,74240,305370,9,"직장동료, 자녀",가족여행,59,50대
10697,M,1967,기타,결혼하지 않은 성인,2,부산,해운대구,전업주부,300만원,Y,2020,라마다제주시티,제주,제주특별자치도 제주시 중앙로 304,200개 이상,4성,일반호텔,157972,74240,305370,9,"배우자, 자녀",가족여행,54,50대
10700,F,1971,기혼,결혼하지 않은 성인,2,인천,서구,전업주부,300만원,Y,2022,라마다제주시티,제주,제주특별자치도 제주시 중앙로 304,200개 이상,4성,일반호텔,157972,74240,305370,9,"자녀, 배우자",가족여행,52,50대
10702,F,1977,기혼,중/고등학생,4,서울,노원구,전업주부,300만원,Y,2021,라마다프라자제주호텔,제주,제주특별자치도 제주시 탑동로 66,200개 이상,5성,관광호텔,247181,144500,510001,9,"배우자, 자녀",가족여행,45,40대
17602,M,1978,기혼,"영/유아, 초등학생",4,경기,가평군,사무직,800만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,43,40대
17603,F,1984,기혼,"영/유아, 초등학생",4,서울,중랑구,기술직,800만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"자녀, 배우자",가족여행,37,30대
10705,F,1965,기타,결혼하지 않은 성인,3,충남,천안시,전업주부,300만원,Y,2021,호텔 더본 제주,제주,제주특별자치도 서귀포시 색달로 18,200개 이하,2성,관광호텔업,298083,141177,342770,9,"자녀, 친구",가족여행,57,50대
17605,M,1975,기혼,"영/유아, 초등학생",3,경기,수원시,기술직,800만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,48,40대
18162,F,1984,기혼,"영/유아, 초등학생",5,인천,서구,기술직,900만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"배우자, 자녀",가족여행,39,30대
20158,M,1982,기혼,"영/유아, 초등학생",3,서울,마포구,사무직,1000만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"자녀, 배우자, 기타",가족여행,41,40대
10732,M,1966,기혼,중/고등학생,3,경기,시흥시,사무직,300만원,Y,2020,라마다 군산,전북,전북 군산시 대학로 400,200개 이하,4성,관광호텔업,136426,105424,206400,9,"자녀, 배우자",가족여행,55,50대
10745,F,1959,기혼,결혼하지 않은 성인,2,부산,기장군,전업주부,300만원,Y,2020,여수 벨메르,전남,전남 여수시 웅천남4로 17(웅천동),200개 이상,성급없음,휴양콘도미니엄업,346734,224000,698803,9,"자녀, 배우자",가족여행,62,60대
10747,M,1950,기혼,결혼해 자녀가 있음,2,대전,유성구,무직,300만원,Y,2019,여수 벨메르,전남,전남 여수시 웅천남4로 17(웅천동),200개 이상,성급없음,휴양콘도미니엄업,346734,224000,698803,9,"직장동료, 자녀",가족여행,70,70대
10751,M,1960,기혼,대학/대학원생 자녀,2,광주,서구,기술직,300만원,Y,2021,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,"배우자, 자녀",가족여행,62,60대
10754,M,1965,기혼,결혼하지 않은 성인,1,경기,수원시,사무직,300만원,Y,2021,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,"자녀, 배우자",가족여행,57,50대
20159,M,1981,기혼,"영/유아, 초등학생",3,서울,서초구,판매/서비스직,1000만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,"자녀, 배우자",가족여행,41,40대
10260,M,1979,기혼,"영/유아, 초등학생",4,경북,구미시,판매/서비스직,200만원,Y,2020,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,자녀,가족여행,42,40대
10263,F,1983,기혼,"영/유아, 초등학생",3,부산,수영구,전업주부,200만원,Y,2018,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,"배우자, 자녀",가족여행,36,30대
11908,F,1982,기타,"영/유아, 초등학생",3,대구,달성군,사무직,400만원,Y,2020,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,자녀,가족여행,39,30대
11909,M,1984,기혼,"영/유아, 초등학생",3,충남,천안시,사무직,400만원,Y,2021,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,"배우자, 자녀",가족여행,38,30대
11912,F,1991,기혼,"영/유아, 초등학생",4,광주,남구,사무직,400만원,Y,2021,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,"배우자, 자녀",가족여행,31,30대
