mcate_cd_nm,sexdstn_cd,birth_year,mrrg_at_cd,chldrn_at_cd,family_ty_nm,oc_area_cd,answrr_oc_area_nm,occp_cl_nm,mt_avrg_hshld_income_dgree_nm,com_at,tour_pd,ldgs_nm,ldgs_addr,ldgs_road_nm_addr,gsrm_scale_cn,ldgs_grad_value,ldgmnt_ty_nm,ldgs_avrg_prc,ldgs_min_prc,ldgs_mxmm_prc,ldgs_avrg_score_co,age_range,age,travel_type,pet
10577,M,1965,기혼,결혼하지 않은 성인,3,경기,고양시,자유직,300만원,Y,2021,휘닉스 섭지코지,제주,제주특별자치도 서귀포시 성산읍 섭지코지로 107,200개 이상,성급없음,숙박업(생활),451920,181751,990909,9,50대,57,가족여행,"0"
10578,M,1961,기혼,결혼해 자녀가 있음,2,전북,김제시,기타,300만원,Y,2022,휘닉스 섭지코지,제주,제주특별자치도 서귀포시 성산읍 섭지코지로 107,200개 이상,성급없음,숙박업(생활),451920,181751,990909,9,60대 이상,62,가족여행,"0"
14094,M,1973,기혼,"영/유아, 초등학생",4,강원,춘천시,기술직,500만원,Y,2019,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,47,가족여행,"0"
10597,M,1973,기혼,중/고등학생,4,경기,성남시,사무직,300만원,Y,2020,해비치 호텔 & 리조트,제주,제주 서귀포시 표선면 민속해안로 537,200개 이상,성급없음,휴양콘도미니엄업,477268,275896,653400,9,40대,48,가족여행,"0"
10602,M,1977,기혼,중/고등학생,5,대전,서구,사무직,300만원,Y,2021,한화리조트 제주,제주,제주특별자치도 제주시 명림로 575-107,200개 이상,성급없음,휴양콘도미니엄업,246425,119000,488000,9,40대,45,가족여행,"0"
14096,M,1972,기혼,"영/유아, 초등학생",3,서울,강동구,사무직,500만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,49,가족여행,"0"
10605,M,1956,기혼,결혼해 자녀가 있음,2,서울,송파구,자영업,300만원,Y,2019,한화리조트 제주,제주,제주특별자치도 제주시 명림로 575-107,200개 이상,성급없음,휴양콘도미니엄업,246425,119000,488000,9,60대 이상,64,가족여행,"0"
10614,F,1960,기타,결혼해 자녀가 있음,1,경기,광주시,사무직,300만원,Y,2021,코업시티성산,제주,제주특별자치도 서귀포시 성산읍 성산등용로 28,200개 이하,4성,일반호텔,132475,54543,976301,9,60대 이상,62,가족여행,"0"
14098,M,1977,기혼,"영/유아, 초등학생",3,서울,성북구,전문직,500만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,44,가족여행,"0"
10618,M,1969,기혼,결혼하지 않은 성인,3,대구,동구,기술직,300만원,Y,2022,켄싱턴리조트 서귀포,제주,제주특별자치도 서귀포시 이어도로 684,200개 이상,성급없음,휴양콘도미니엄업,241619,129000,418800,9,50대,54,가족여행,"0"
10619,F,1960,기혼,결혼하지 않은 성인,2,경기,부천시,전업주부,300만원,Y,2020,켄싱턴리조트 서귀포,제주,제주특별자치도 서귀포시 이어도로 684,200개 이상,성급없음,휴양콘도미니엄업,241619,129000,418800,9,60대 이상,61,가족여행,"0"
14100,M,1972,기혼,"영/유아, 초등학생",3,서울,강동구,사무직,500만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,49,가족여행,"0"
10625,F,1957,기타,결혼하지 않은 성인,3,경기,고양시,전업주부,300만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,60대 이상,65,가족여행,"0"
10629,M,1951,기혼,결혼해 자녀가 있음,3,서울,노원구,무직,300만원,Y,2020,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,60대 이상,70,가족여행,"0"
14104,M,1984,기혼,"영/유아, 초등학생",4,경기,수원시,사무직,500만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,30대,39,가족여행,"0"
10634,F,1957,기혼,결혼하지 않은 성인,3,대전,중구,전업주부,300만원,Y,2022,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,60대 이상,66,가족여행,"0"
14107,M,1974,기혼,"영/유아, 초등학생",4,서울,강서구,자영업,500만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,48,가족여행,"0"
15482,F,1985,기혼,"영/유아, 초등학생",3,경기,화성시,전업주부,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,30대,37,가족여행,"0"
10639,F,1963,기혼,결혼하지 않은 성인,3,경기,안산시,전업주부,300만원,Y,2021,제주 신화월드 랜딩관,제주,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,200개 이상,5성,관광호텔,200480,119213,448800,10,50대,59,가족여행,"0"
10644,F,1969,기타,결혼하지 않은 성인,3,울산,북구,전업주부,300만원,Y,2022,제주 신라 호텔,제주,제주특별자치도 서귀포시 중문관광로72번길 75,200개 이상,5성,관광호텔,533024,341976,992750,9,50대,54,가족여행,"0"
15485,M,1980,기혼,"영/유아, 초등학생",1,강원,원주시,사무직,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,42,가족여행,"0"
15487,F,1983,기혼,"영/유아, 초등학생",3,강원,원주시,사무직,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,30대,39,가족여행,"0"
15488,M,1968,기혼,"영/유아, 초등학생",4,서울,성북구,판매/서비스직,600만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,50대,53,가족여행,"0"
15489,F,1979,기혼,"영/유아, 초등학생",3,경기,화성시,사무직,600만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,42,가족여행,"0"
15491,F,1978,기혼,"영/유아, 초등학생",4,경기,의왕시,전업주부,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,44,가족여행,"0"
10664,M,1971,기혼,중/고등학생,4,서울,성동구,사무직,300만원,Y,2020,소노캄 제주,제주,제주특별자치도 서귀포시 표선면 일주동로 6347-17,200개 이하,4성,숙박업(생활),301387,150194,465000,8,50대,50,가족여행,"0"
15492,M,1978,기혼,"영/유아, 초등학생",4,경기,부천시,사무직,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,44,가족여행,"0"
15493,M,1969,기혼,"영/유아, 초등학생",5,경기,남양주시,자영업,600만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,50대,53,가족여행,"0"
15496,F,1980,기혼,"영/유아, 초등학생",4,경기,고양시,기타,600만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,41,가족여행,"0"
16662,M,1980,기혼,"영/유아, 초등학생",4,인천,미추홀구,판매/서비스직,700만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,43,가족여행,"0"
10677,F,1965,기혼,결혼하지 않은 성인,4,서울,동대문구,기술직,300만원,Y,2019,롯데호텔 제주,제주,제주특별자치도 제주시 도령로 83,200개 이상,5성,관광호텔,516498,302548,997040,9,50대,55,가족여행,"0"
16665,M,1976,기혼,"영/유아, 초등학생",4,경기,용인시,사무직,700만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,45,가족여행,"0"
16668,M,1975,기혼,"영/유아, 초등학생",4,서울,서초구,사무직,700만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,47,가족여행,"0"
10682,F,1972,기혼,대학/대학원생 자녀,4,경기,파주시,사무직,300만원,Y,2021,롯데호텔 제주,제주,제주특별자치도 제주시 도령로 83,200개 이상,5성,관광호텔,516498,302548,997040,9,50대,50,가족여행,"0"
10684,F,1973,기타,대학/대학원생 자녀,4,서울,구로구,무직,300만원,Y,2022,라마다제주함덕,제주,제주특별자치도 제주시 조천읍 신북로 470,200개 이상,4성,일반호텔,168321,78976,500000,9,50대,50,가족여행,"0"
10686,M,1971,기혼,중/고등학생,3,경남,창원시,경영/관리직,300만원,Y,2020,라마다제주함덕,제주,제주특별자치도 제주시 조천읍 신북로 470,200개 이상,4성,일반호텔,168321,78976,500000,9,50대,50,가족여행,"0"
16670,M,1977,기혼,"영/유아, 초등학생",5,인천,서구,사무직,700만원,Y,2023,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,47,가족여행,"0"
10688,M,1971,기혼,중/고등학생,4,경기,광명시,기타,300만원,Y,2021,라마다제주시티,제주,제주특별자치도 제주시 중앙로 304,200개 이상,4성,일반호텔,157972,74240,305370,9,50대,51,가족여행,"0"
10693,M,1964,기혼,중/고등학생,3,경기,안양시,기술직,300만원,Y,2022,라마다제주시티,제주,제주특별자치도 제주시 중앙로 304,200개 이상,4성,일반호텔,157972,74240,305370,9,50대,59,가족여행,"0"
10697,M,1967,기타,결혼하지 않은 성인,2,부산,해운대구,전업주부,300만원,Y,2020,라마다제주시티,제주,제주특별자치도 제주시 중앙로 304,200개 이상,4성,일반호텔,157972,74240,305370,9,50대,54,가족여행,"0"
10700,F,1971,기혼,결혼하지 않은 성인,2,인천,서구,전업주부,300만원,Y,2022,라마다제주시티,제주,제주특별자치도 제주시 중앙로 304,200개 이상,4성,일반호텔,157972,74240,305370,9,50대,52,가족여행,"0"
10702,F,1977,기혼,중/고등학생,4,서울,노원구,전업주부,300만원,Y,2021,라마다프라자제주호텔,제주,제주특별자치도 제주시 탑동로 66,200개 이상,5성,관광호텔,247181,144500,510001,9,40대,45,가족여행,"0"
17602,M,1978,기혼,"영/유아, 초등학생",4,경기,가평군,사무직,800만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,43,가족여행,"0"
17603,F,1984,기혼,"영/유아, 초등학생",4,서울,중랑구,기술직,800만원,Y,2020,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,30대,37,가족여행,"0"
10705,F,1965,기타,결혼하지 않은 성인,3,충남,천안시,전업주부,300만원,Y,2021,호텔 더본 제주,제주,제주특별자치도 서귀포시 색달로 18,200개 이하,2성,관광호텔업,298083,141177,342770,9,50대,57,가족여행,"0"
17605,M,1975,기혼,"영/유아, 초등학생",3,경기,수원시,기술직,800만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,48,가족여행,"0"
18162,F,1984,기혼,"영/유아, 초등학생",5,인천,서구,기술직,900만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,30대,39,가족여행,"0"
20158,M,1982,기혼,"영/유아, 초등학생",3,서울,마포구,사무직,1000만원,Y,2022,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,41,가족여행,"0"
10732,M,1966,기혼,중/고등학생,3,경기,시흥시,사무직,300만원,Y,2020,라마다 군산,전북,전북 군산시 대학로 400,200개 이하,4성,관광호텔업,136426,105424,206400,9,50대,55,가족여행,"0"
10745,F,1959,기혼,결혼하지 않은 성인,2,부산,기장군,전업주부,300만원,Y,2020,여수 벨메르,전남,전남 여수시 웅천남4로 17(웅천동),200개 이상,성급없음,휴양콘도미니엄업,346734,224000,698803,9,60대 이상,62,가족여행,"0"
10747,M,1950,기혼,결혼해 자녀가 있음,2,대전,유성구,무직,300만원,Y,2019,여수 벨메르,전남,전남 여수시 웅천남4로 17(웅천동),200개 이상,성급없음,휴양콘도미니엄업,346734,224000,698803,9,60대 이상,70,가족여행,"0"
10751,M,1960,기혼,대학/대학원생 자녀,2,광주,서구,기술직,300만원,Y,2021,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,60대 이상,62,가족여행,"0"
10754,M,1965,기혼,결혼하지 않은 성인,1,경기,수원시,사무직,300만원,Y,2021,엘도라도리조트,전남,전남 신안군 증도면 지도증도로 1766-15,100개 이하,성급없음,숙박업(생활),163934,114940,297700,9,50대,57,가족여행,"0"
20159,M,1981,기혼,"영/유아, 초등학생",3,서울,서초구,판매/서비스직,1000만원,Y,2021,울산 시티 호텔,울산,울산 남구 삼산로 246,100개 이하,3성,관광호텔,120449,50592,324740,9,40대,41,가족여행,"0"
10260,M,1979,기혼,"영/유아, 초등학생",4,경북,구미시,판매/서비스직,200만원,Y,2020,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,40대,42,가족여행,"0"
10263,F,1983,기혼,"영/유아, 초등학생",3,부산,수영구,전업주부,200만원,Y,2018,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,30대,36,가족여행,"0"
11908,F,1982,기타,"영/유아, 초등학생",3,대구,달성군,사무직,400만원,Y,2020,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,30대,39,가족여행,"0"
11909,M,1984,기혼,"영/유아, 초등학생",3,충남,천안시,사무직,400만원,Y,2021,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,30대,38,가족여행,"0"
11912,F,1991,기혼,"영/유아, 초등학생",4,광주,남구,사무직,400만원,Y,2021,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,30대,31,가족여행,"0"
10770,M,1971,기혼,대학/대학원생 자녀,4,전남,나주시,자유직,300만원,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,50대,51,가족여행,"0"
10771,F,1974,기타,대학/대학원생 자녀,3,충남,천안시,기능/숙련공,300만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,49,가족여행,"0"
13369,F,1977,기혼,"영/유아, 초등학생",3,부산,부산진구,전업주부,500만원,Y,2021,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,40대,45,가족여행,"0"
10775,M,1980,미혼,X,5,경기,평택시,사무직,300만원,Y,2022,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,40대,43,가족여행,"0"
13370,M,1977,기혼,"영/유아, 초등학생",3,대구,달서구,기능/숙련공,500만원,Y,2022,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,40대,46,가족여행,"0"
10790,F,1968,기혼,대학/대학원생 자녀,3,경남,김해시,판매/서비스직,300만원,Y,2021,쏠비치 진도 호텔,전남,전남 진도군 의신면 송군길 30-40,100개 이하,4성,관광호텔업,332109,156655,524000,9,50대,54,가족여행,"0"
13372,F,1985,기혼,"영/유아, 초등학생",4,경기,수원시,전업주부,500만원,Y,2022,신라스테이 울산,울산,울산광역시 남구 삼산로 200,200개 이상,3성,관광호텔업,125650,50000,659500,9,30대,38,가족여행,"0"
